,Ticker,Parametro Utilizado,Resultado 12 meses,Resultado 3 meses,Total de operações,Operações vencedoras,Operações perdedoras,Operações vencedoras(%),Operações Perdedoras(%),Maior DD da operação,Maior ganho da operação,Lucro Médio
2023-01-18,AVLL3.SA,-1.7,-151.54,-60.88,20,6,14,30.0,70.0,-11.94,7.51,-0.68
2023-01-18,AVLL3.SA,-1.8,-147.72,-59.0,20,6,14,30.0,70.0,-11.8,7.51,-0.66
2023-01-18,AVLL3.SA,-1.9,-143.73,-56.91,20,6,14,30.0,70.0,-11.8,7.71,-0.63
2023-01-18,AVLL3.SA,-2.0,-139.99,-55.04,20,6,14,30.0,70.0,-11.65,7.71,-0.61
2023-01-18,AVLL3.SA,-2.1,-135.92,-52.72,20,6,14,30.0,70.0,-11.51,7.9,-0.59
2023-01-18,AVLL3.SA,-2.2,-135.21,-53.97,19,5,14,26.32,73.68,-11.51,7.9,-0.6
2023-01-18,AVLL3.SA,-2.3,-132.05,-52.67,18,4,14,22.22,77.78,-11.37,8.09,-0.59
2023-01-18,AVLL3.SA,-2.4,-128.65,-51.28,18,4,14,22.22,77.78,-11.22,8.09,-0.57
2023-01-18,AVLL3.SA,-2.5,-124.86,-49.26,18,4,14,22.22,77.78,-11.22,8.29,-0.55
2023-01-18,AVLL3.SA,-2.6,-121.01,-47.47,18,4,14,22.22,77.78,-11.08,8.29,-0.53
2023-01-18,AVLL3.SA,-2.7,-117.48,-45.64,18,4,14,22.22,77.78,-10.94,8.48,-0.51
2023-01-18,AVLL3.SA,-2.8,-113.47,-43.53,18,4,14,22.22,77.78,-10.94,8.67,-0.48
2023-01-18,AVLL3.SA,-2.9,-110.42,-42.2,18,4,14,22.22,77.78,-10.79,8.67,-0.47
2023-01-18,AVLL3.SA,-3.0,-106.7,-40.29,18,4,14,22.22,77.78,-10.65,8.86,-0.45
2023-01-18,AVLL3.SA,-3.1,-103.11,-38.41,18,4,14,22.22,77.78,-10.5,8.86,-0.43
2023-01-18,AVLL3.SA,-3.2,-99.4,-36.43,18,4,14,22.22,77.78,-10.5,9.06,-0.4
2023-01-18,AVLL3.SA,-3.3,-95.77,-34.7,18,4,14,22.22,77.78,-10.36,9.06,-0.39
2023-01-18,AVLL3.SA,-3.4,-92.32,-32.98,18,4,14,22.22,77.78,-10.22,9.25,-0.37
2023-01-18,AVLL3.SA,-3.5,-88.65,-31.23,18,4,14,22.22,77.78,-10.22,9.25,-0.35
2023-01-18,AVLL3.SA,-3.6,-85.08,-29.31,18,4,14,22.22,77.78,-10.07,9.44,-0.33
2023-01-18,AVLL3.SA,-3.7,-81.73,-27.56,18,4,14,22.22,77.78,-9.93,9.44,-0.31
2023-01-18,AVLL3.SA,-3.8,-87.9,-35.46,17,3,14,17.65,82.35,-9.93,3.87,-0.39
2023-01-18,AVLL3.SA,-3.9,-84.83,-34.09,17,3,14,17.65,82.35,-9.78,3.87,-0.38
2023-01-18,AVLL3.SA,-4.0,-84.59,-35.47,16,2,14,12.5,87.5,-9.64,4.04,-0.39
2023-01-18,AXPB34.SA,-0.5,-72.18,-27.13,63,29,34,46.03,53.97,-7.36,2.45,-0.3
2023-01-18,AXPB34.SA,-0.6,-61.51,-23.92,60,28,32,46.67,53.33,-7.27,2.54,-0.27
2023-01-18,AXPB34.SA,-0.7,-53.57,-22.39,54,26,28,48.15,51.85,-7.16,2.65,-0.25
2023-01-18,AXPB34.SA,-0.8,-46.11,-20.35,49,23,26,46.94,53.06,-7.07,2.74,-0.23
2023-01-18,AXPB34.SA,-0.9,-44.62,-18.9,46,22,24,47.83,52.17,-6.96,2.68,-0.21
2023-01-18,AXPB34.SA,-1.0,-36.74,-14.46,44,22,22,50.0,50.0,-6.87,2.78,-0.16
2023-01-18,AXPB34.SA,-1.1,-32.03,-13.89,40,19,21,47.5,52.5,-6.76,2.89,-0.15
2023-01-18,AXPB34.SA,-1.2,-24.84,-9.89,40,19,21,47.5,52.5,-6.66,2.98,-0.11
2023-01-18,AXPB34.SA,-1.3,-18.78,-8.42,38,17,21,44.74,55.26,-6.56,3.08,-0.09
2023-01-18,AXPB34.SA,-1.4,-14.94,-7.73,37,20,17,54.05,45.95,-6.46,2.82,-0.09
2023-01-18,AXPB34.SA,-1.5,-12.2,-6.67,34,18,16,52.94,47.06,-6.36,2.92,-0.07
2023-01-18,AXPB34.SA,-1.6,-9.8,-4.81,31,16,15,51.61,48.39,-6.26,3.02,-0.05
2023-01-18,AXPB34.SA,-1.7,-8.59,-3.18,29,14,15,48.28,51.72,-6.16,3.11,-0.04
2023-01-18,AXPB34.SA,-1.8,-10.29,-7.54,26,11,15,42.31,57.69,-6.06,3.19,-0.08
2023-01-18,AXPB34.SA,-1.9,-7.54,-6.07,25,10,15,40.0,60.0,-5.97,3.29,-0.07
2023-01-18,AXPB34.SA,-2.0,-2.24,-3.52,25,11,14,44.0,56.0,-5.86,3.38,-0.04
2023-01-18,AXPB34.SA,-2.1,-0.63,-1.08,25,11,14,44.0,56.0,-5.77,3.48,-0.01
2023-01-18,AXPB34.SA,-2.2,4.14,1.45,25,11,14,44.0,56.0,-5.66,3.59,0.02
2023-01-18,AXPB34.SA,-2.3,6.63,1.8,24,10,14,41.67,58.33,-5.57,3.69,0.02
2023-01-18,AXPB34.SA,-2.4,2.85,-0.73,21,8,13,38.1,61.9,-5.46,3.78,-0.01
2023-01-18,AXPB34.SA,-2.5,5.65,0.86,20,8,12,40.0,60.0,-5.36,3.89,0.01
2023-01-18,AXPB34.SA,-2.6,3.69,-1.31,18,6,12,33.33,66.67,-5.26,3.99,-0.01
2023-01-18,AXPB34.SA,-2.7,5.33,0.39,17,6,11,35.29,64.71,-5.16,4.08,0.0
2023-01-18,AXPB34.SA,-2.8,7.48,1.73,16,6,10,37.5,62.5,-5.06,4.18,0.02
2023-01-18,AXPB34.SA,-2.9,5.75,-0.99,13,5,8,38.46,61.54,-4.96,4.04,-0.01
2023-01-18,AXPB34.SA,-3.0,6.55,0.37,14,6,8,42.86,57.14,-4.87,4.14,0.0
2023-01-18,AXPB34.SA,-3.1,8.78,1.8,14,6,8,42.86,57.14,-4.76,4.24,0.02
2023-01-18,AXPB34.SA,-3.2,11.02,3.23,14,6,8,42.86,57.14,-4.67,4.34,0.04
2023-01-18,AXPB34.SA,-3.3,9.51,2.35,11,4,7,36.36,63.64,-4.56,4.44,0.03
2023-01-18,AXPB34.SA,-3.4,11.07,3.43,10,6,4,60.0,40.0,-4.47,4.54,0.04
2023-01-18,AXPB34.SA,-3.5,12.7,4.56,11,7,4,63.64,36.36,-4.36,4.65,0.05
2023-01-18,AXPB34.SA,-3.6,13.66,4.98,10,6,4,60.0,40.0,-4.26,4.75,0.06
2023-01-18,AXPB34.SA,-3.7,14.75,5.59,9,5,4,55.56,44.44,-4.16,4.85,0.06
2023-01-18,AXPB34.SA,-3.8,11.46,6.49,9,6,3,66.67,33.33,-4.06,4.95,0.07
2023-01-18,AXPB34.SA,-3.9,12.77,7.39,9,6,3,66.67,33.33,-3.96,5.05,0.08
2023-01-18,AXPB34.SA,-4.0,13.21,7.44,7,4,3,57.14,42.86,-3.86,5.15,0.08
2023-01-18,AZUL4.SA,-0.5,-68.64,-9.13,86,44,42,51.16,48.84,-14.79,12.19,-0.1
2023-01-18,AZUL4.SA,-0.6,-74.91,-2.59,83,43,40,51.81,48.19,-14.65,12.33,-0.03
2023-01-18,AZUL4.SA,-0.7,-83.31,-5.32,82,42,40,51.22,48.78,-14.59,12.4,-0.06
2023-01-18,AZUL4.SA,-0.8,-71.17,-6.28,79,41,38,51.9,48.1,-14.45,12.53,-0.07
2023-01-18,AZUL4.SA,-0.9,-50.16,1.59,79,41,38,51.9,48.1,-14.38,12.6,0.02
2023-01-18,AZUL4.SA,-1.0,-43.04,9.9,79,41,38,51.9,48.1,-14.25,12.67,0.11
2023-01-18,AZUL4.SA,-1.1,-56.5,0.41,76,39,37,51.32,48.68,-14.18,9.78,0.0
2023-01-18,AZUL4.SA,-1.2,-60.86,-3.64,73,38,35,52.05,47.95,-14.04,9.88,-0.04
2023-01-18,AZUL4.SA,-1.3,-57.51,3.79,74,39,35,52.7,47.3,-13.98,9.97,0.04
2023-01-18,AZUL4.SA,-1.4,-48.77,3.69,71,36,35,50.7,49.3,-13.84,10.07,0.04
2023-01-18,AZUL4.SA,-1.5,-38.06,10.62,71,36,35,50.7,49.3,-13.77,10.16,0.12
2023-01-18,AZUL4.SA,-1.6,-28.33,13.21,69,34,35,49.28,50.72,-13.64,10.25,0.15
2023-01-18,AZUL4.SA,-1.7,-31.1,15.59,65,33,32,50.77,49.23,-13.57,10.35,0.17
2023-01-18,AZUL4.SA,-1.8,-32.62,7.2,63,31,32,49.21,50.79,-13.43,10.44,0.08
2023-01-18,AZUL4.SA,-1.9,-37.93,3.68,60,28,32,46.67,53.33,-13.36,10.54,0.04
2023-01-18,AZUL4.SA,-2.0,-25.05,9.43,57,26,31,45.61,54.39,-13.3,10.63,0.1
2023-01-18,AZUL4.SA,-2.1,-17.65,11.91,56,26,30,46.43,53.57,-13.16,10.72,0.13
2023-01-18,AZUL4.SA,-2.2,-33.51,4.93,54,24,30,44.44,55.56,-13.09,10.82,0.05
2023-01-18,AZUL4.SA,-2.3,-47.09,-0.47,52,23,29,44.23,55.77,-12.96,8.91,-0.01
2023-01-18,AZUL4.SA,-2.4,-52.67,-11.76,48,19,29,39.58,60.42,-12.89,9.04,-0.13
2023-01-18,AZUL4.SA,-2.5,-52.91,-12.92,47,18,29,38.3,61.7,-12.75,9.11,-0.14
2023-01-18,AZUL4.SA,-2.6,-51.73,-10.24,44,18,26,40.91,59.09,-12.69,9.24,-0.11
2023-01-18,AZUL4.SA,-2.7,-46.91,-5.81,45,20,25,44.44,55.56,-12.55,9.3,-0.06
2023-01-18,AZUL4.SA,-2.8,-49.54,-4.34,44,20,24,45.45,54.55,-12.48,9.43,-0.05
2023-01-18,AZUL4.SA,-2.9,-45.63,-4.56,42,20,22,47.62,52.38,-12.35,9.56,-0.05
2023-01-18,AZUL4.SA,-3.0,-34.77,0.06,41,21,20,51.22,48.78,-12.28,9.63,0.0
2023-01-18,AZUL4.SA,-3.1,-30.82,1.12,40,20,20,50.0,50.0,-12.14,9.76,0.01
2023-01-18,AZUL4.SA,-3.2,-20.62,4.63,39,20,19,51.28,48.72,-12.08,9.82,0.05
2023-01-18,AZUL4.SA,-3.3,-14.17,5.0,38,19,19,50.0,50.0,-11.94,9.95,0.06
2023-01-18,AZUL4.SA,-3.4,-13.29,4.45,34,16,18,47.06,52.94,-11.87,10.02,0.05
2023-01-18,AZUL4.SA,-3.5,-26.99,-2.9,33,15,18,45.45,54.55,-11.74,6.32,-0.03
2023-01-18,AZUL4.SA,-3.6,-18.62,0.12,33,15,18,45.45,54.55,-11.67,6.4,0.0
2023-01-18,AZUL4.SA,-3.7,-32.83,-12.66,29,11,18,37.93,62.07,-11.53,6.48,-0.14
2023-01-18,AZUL4.SA,-3.8,-29.65,-12.74,28,10,18,35.71,64.29,-11.47,6.64,-0.14
2023-01-18,AZUL4.SA,-3.9,-23.15,-10.01,28,10,18,35.71,64.29,-11.4,6.71,-0.11
2023-01-18,AZUL4.SA,-4.0,-19.25,-10.05,26,9,17,34.62,65.38,-11.26,6.79,-0.11
2023-01-18,B1IL34.SA,-0.5,-334.29,-111.88,68,22,46,32.35,67.65,-12.65,11.18,-1.24
2023-01-18,B1IL34.SA,-0.6,-325.88,-112.12,67,21,46,31.34,68.66,-12.57,11.29,-1.25
2023-01-18,B1IL34.SA,-0.7,-316.19,-107.46,66,20,46,30.3,69.7,-12.48,11.4,-1.19
2023-01-18,B1IL34.SA,-0.8,-305.64,-105.93,64,19,45,29.69,70.31,-12.39,11.4,-1.18
2023-01-18,B1IL34.SA,-0.9,-291.19,-99.71,64,19,45,29.69,70.31,-12.3,11.51,-1.11
2023-01-18,B1IL34.SA,-1.0,-280.08,-93.39,64,21,43,32.81,67.19,-12.21,11.61,-1.04
2023-01-18,B1IL34.SA,-1.1,-264.73,-86.77,63,22,41,34.92,65.08,-12.04,11.72,-0.96
2023-01-18,B1IL34.SA,-1.2,-252.98,-83.73,62,23,39,37.1,62.9,-11.95,11.83,-0.93
2023-01-18,B1IL34.SA,-1.3,-250.02,-78.35,61,23,38,37.7,62.3,-11.86,11.94,-0.87
2023-01-18,B1IL34.SA,-1.4,-247.65,-72.57,57,22,35,38.6,61.4,-11.78,12.04,-0.81
2023-01-18,B1IL34.SA,-1.5,-239.69,-72.63,57,23,34,40.35,59.65,-11.69,12.15,-0.81
2023-01-18,B1IL34.SA,-1.6,-239.04,-79.82,54,21,33,38.89,61.11,-11.6,11.58,-0.89
2023-01-18,B1IL34.SA,-1.7,-229.78,-76.07,52,19,33,36.54,63.46,-11.51,11.67,-0.85
2023-01-18,B1IL34.SA,-1.8,-218.59,-71.65,51,18,33,35.29,64.71,-11.42,11.83,-0.8
2023-01-18,B1IL34.SA,-1.9,-212.94,-67.49,50,17,33,34.0,66.0,-11.25,11.92,-0.75
2023-01-18,B1IL34.SA,-2.0,-219.01,-64.2,49,16,33,32.65,67.35,-11.16,12.0,-0.71
2023-01-18,B1IL34.SA,-2.1,-208.07,-60.23,48,16,32,33.33,66.67,-11.07,12.08,-0.67
2023-01-18,B1IL34.SA,-2.2,-203.21,-62.73,46,14,32,30.43,69.57,-10.98,12.17,-0.7
2023-01-18,B1IL34.SA,-2.3,-191.63,-58.28,46,14,32,30.43,69.57,-10.9,12.33,-0.65
2023-01-18,B1IL34.SA,-2.4,-185.21,-53.68,46,14,32,30.43,69.57,-10.81,12.42,-0.6
2023-01-18,B1IL34.SA,-2.5,-179.41,-53.68,45,13,32,28.89,71.11,-10.72,12.5,-0.6
2023-01-18,B1IL34.SA,-2.6,-185.84,-67.06,41,10,31,24.39,75.61,-10.54,9.58,-0.75
2023-01-18,B1IL34.SA,-2.7,-174.72,-62.93,41,11,30,26.83,73.17,-10.46,9.67,-0.7
2023-01-18,B1IL34.SA,-2.8,-164.38,-59.16,40,10,30,25.0,75.0,-10.37,9.77,-0.66
2023-01-18,B1IL34.SA,-2.9,-157.8,-58.22,39,9,30,23.08,76.92,-10.28,9.86,-0.65
2023-01-18,B1IL34.SA,-3.0,-150.46,-55.75,38,8,30,21.05,78.95,-10.19,9.95,-0.62
2023-01-18,B1IL34.SA,-3.1,-150.64,-62.39,36,7,29,19.44,80.56,-10.11,10.09,-0.69
2023-01-18,B1IL34.SA,-3.2,-147.72,-62.85,33,6,27,18.18,81.82,-10.02,10.19,-0.7
2023-01-18,B1IL34.SA,-3.3,-138.61,-59.52,34,9,25,26.47,73.53,-9.84,10.28,-0.66
2023-01-18,B1IL34.SA,-3.4,-131.04,-58.13,33,8,25,24.24,75.76,-9.75,10.37,-0.65
2023-01-18,B1IL34.SA,-3.5,-123.61,-55.08,32,7,25,21.88,78.12,-9.67,10.47,-0.61
2023-01-18,B1IL34.SA,-3.6,-116.1,-52.04,30,8,22,26.67,73.33,-9.58,10.56,-0.58
2023-01-18,B1IL34.SA,-3.7,-110.3,-49.15,31,10,21,32.26,67.74,-9.49,10.7,-0.55
2023-01-18,B1IL34.SA,-3.8,-125.22,-52.41,29,9,20,31.03,68.97,-9.4,10.79,-0.58
2023-01-18,B1IL34.SA,-3.9,-116.75,-49.43,30,10,20,33.33,66.67,-9.31,10.88,-0.55
2023-01-18,B1IL34.SA,-4.0,-117.54,-46.33,30,11,19,36.67,63.33,-9.14,10.98,-0.51
2023-01-18,B1NT34.SA,-0.5,-37.96,-19.04,70,34,36,48.57,51.43,-12.33,7.97,-0.21
2023-01-18,B1NT34.SA,-0.6,-33.63,-14.47,66,33,33,50.0,50.0,-12.23,8.07,-0.16
2023-01-18,B1NT34.SA,-0.7,-20.36,-13.11,64,32,32,50.0,50.0,-12.13,8.17,-0.15
2023-01-18,B1NT34.SA,-0.8,-18.64,-6.65,64,32,32,50.0,50.0,-12.03,8.28,-0.07
2023-01-18,B1NT34.SA,-0.9,-26.91,-6.7,63,32,31,50.79,49.21,-11.93,8.36,-0.07
2023-01-18,B1NT34.SA,-1.0,-11.74,-0.38,63,32,31,50.79,49.21,-11.81,8.46,-0.0
2023-01-18,B1NT34.SA,-1.1,-3.16,0.6,61,31,30,50.82,49.18,-11.72,8.57,0.01
2023-01-18,B1NT34.SA,-1.2,4.47,-0.35,60,30,30,50.0,50.0,-11.62,8.67,-0.0
2023-01-18,B1NT34.SA,-1.3,0.37,3.47,57,29,28,50.88,49.12,-11.52,8.77,0.04
2023-01-18,B1NT34.SA,-1.4,2.16,6.61,55,27,28,49.09,50.91,-11.42,8.86,0.07
2023-01-18,B1NT34.SA,-1.5,3.27,3.6,53,25,28,47.17,52.83,-11.32,8.96,0.04
2023-01-18,B1NT34.SA,-1.6,-9.98,-3.39,50,22,28,44.0,56.0,-11.22,6.7,-0.04
2023-01-18,B1NT34.SA,-1.7,-7.85,0.07,48,21,27,43.75,56.25,-11.12,6.79,0.0
2023-01-18,B1NT34.SA,-1.8,-23.04,-7.92,45,20,25,44.44,55.56,-11.02,4.83,-0.09
2023-01-18,B1NT34.SA,-1.9,-27.31,-13.87,41,17,24,41.46,58.54,-10.92,4.91,-0.15
2023-01-18,B1NT34.SA,-2.0,-24.43,-11.69,41,21,20,51.22,48.78,-10.82,5.02,-0.13
2023-01-18,B1NT34.SA,-2.1,-25.95,-15.6,38,18,20,47.37,52.63,-10.72,5.11,-0.17
2023-01-18,B1NT34.SA,-2.2,-29.4,-16.57,36,16,20,44.44,55.56,-10.62,5.22,-0.18
2023-01-18,B1NT34.SA,-2.3,-27.18,-13.66,34,17,17,50.0,50.0,-10.53,5.32,-0.15
2023-01-18,B1NT34.SA,-2.4,-27.65,-13.28,32,15,17,46.88,53.12,-10.43,5.41,-0.15
2023-01-18,B1NT34.SA,-2.5,-30.43,-11.03,29,15,14,51.72,48.28,-10.33,5.52,-0.12
2023-01-18,B1NT34.SA,-2.6,-36.57,-11.04,27,13,14,48.15,51.85,-10.23,5.62,-0.12
2023-01-18,B1NT34.SA,-2.7,-32.59,-8.32,27,14,13,51.85,48.15,-10.13,5.71,-0.09
2023-01-18,B1NT34.SA,-2.8,-32.28,-5.7,27,14,13,51.85,48.15,-10.03,5.82,-0.06
2023-01-18,B1NT34.SA,-2.9,-28.74,-2.93,26,15,11,57.69,42.31,-9.91,5.93,-0.03
2023-01-18,B1NT34.SA,-3.0,-22.59,-0.3,26,15,11,57.69,42.31,-9.81,6.01,-0.0
2023-01-18,B1NT34.SA,-3.1,-20.81,-3.35,25,15,10,60.0,40.0,-9.72,6.12,-0.04
2023-01-18,B1NT34.SA,-3.2,-22.63,-5.18,22,13,9,59.09,40.91,-9.62,6.21,-0.06
2023-01-18,B1NT34.SA,-3.3,-20.61,-7.29,20,11,9,55.0,45.0,-9.52,6.31,-0.08
2023-01-18,B1NT34.SA,-3.4,-15.99,-6.4,19,10,9,52.63,47.37,-9.42,6.42,-0.07
2023-01-18,B1NT34.SA,-3.5,-15.33,-5.35,18,9,9,50.0,50.0,-9.32,6.51,-0.06
2023-01-18,B1NT34.SA,-3.6,-9.98,-3.54,18,9,9,50.0,50.0,-9.22,6.62,-0.04
2023-01-18,B1NT34.SA,-3.7,-14.97,-12.17,16,7,9,43.75,56.25,-9.12,4.9,-0.14
2023-01-18,B1NT34.SA,-3.8,-13.89,-11.98,15,7,8,46.67,53.33,-9.02,4.99,-0.13
2023-01-18,B1NT34.SA,-3.9,-9.67,-11.27,14,6,8,42.86,57.14,-8.92,5.09,-0.13
2023-01-18,B1NT34.SA,-4.0,-19.48,-13.02,13,5,8,38.46,61.54,-8.82,5.18,-0.14
2023-01-18,B1PP34.SA,-0.5,-56.2,-28.73,43,11,32,25.58,74.42,-5.18,1.73,-0.32
2023-01-18,B1PP34.SA,-0.6,-50.3,-26.79,40,11,29,27.5,72.5,-5.09,1.26,-0.3
2023-01-18,B1PP34.SA,-0.7,-44.27,-24.61,34,9,25,26.47,73.53,-4.98,1.37,-0.27
2023-01-18,B1PP34.SA,-0.8,-35.67,-21.88,33,11,22,33.33,66.67,-4.89,1.46,-0.24
2023-01-18,B1PP34.SA,-0.9,-28.34,-19.13,32,11,21,34.38,65.62,-4.77,1.57,-0.21
2023-01-18,B1PP34.SA,-1.0,-22.51,-17.29,28,9,19,32.14,67.86,-4.68,1.66,-0.19
2023-01-18,B1PP34.SA,-1.1,-17.95,-16.22,27,9,18,33.33,66.67,-4.59,1.02,-0.18
2023-01-18,B1PP34.SA,-1.2,-14.63,-15.63,23,6,17,26.09,73.91,-4.48,0.83,-0.17
2023-01-18,B1PP34.SA,-1.3,-21.66,-15.4,20,4,16,20.0,80.0,-4.39,0.55,-0.17
2023-01-18,B1PP34.SA,-1.4,-23.99,-13.99,18,5,13,27.78,72.22,-4.27,0.53,-0.16
2023-01-18,B1PP34.SA,-1.5,-20.7,-13.04,14,3,11,21.43,78.57,-4.18,0.62,-0.14
2023-01-18,B1PP34.SA,-1.6,-16.17,-11.9,12,2,10,16.67,83.33,-4.09,0.73,-0.13
2023-01-18,B1PP34.SA,-1.7,-16.64,-11.07,11,1,10,9.09,90.91,-3.98,0.82,-0.12
2023-01-18,B1PP34.SA,-1.8,-16.38,-10.11,9,1,8,11.11,88.89,-3.89,0.93,-0.11
2023-01-18,B1PP34.SA,-1.9,-14.27,-9.26,8,1,7,12.5,87.5,-3.77,1.02,-0.1
2023-01-18,B1PP34.SA,-2.0,-10.95,-8.46,8,1,7,12.5,87.5,-3.68,1.13,-0.09
2023-01-18,B1PP34.SA,-2.1,-9.26,-7.68,8,2,6,25.0,75.0,-3.59,1.22,-0.09
2023-01-18,B1PP34.SA,-2.2,-7.58,-6.84,7,2,5,28.57,71.43,-3.48,1.33,-0.08
2023-01-18,B1PP34.SA,-2.3,-5.75,-6.05,7,3,4,42.86,57.14,-3.39,1.42,-0.07
2023-01-18,B1PP34.SA,-2.4,-7.22,-5.31,7,4,3,57.14,42.86,-3.27,1.53,-0.06
2023-01-18,B1PP34.SA,-2.5,-4.96,-4.63,7,4,3,57.14,42.86,-3.18,1.62,-0.05
2023-01-18,B1PP34.SA,-2.6,-5.21,-4.8,5,2,3,40.0,60.0,-3.09,1.73,-0.05
2023-01-18,B1PP34.SA,-2.7,-3.34,-4.28,5,2,3,40.0,60.0,-2.98,1.82,-0.05
2023-01-18,B1PP34.SA,-2.8,-6.75,-6.31,3,0,3,0.0,100.0,-2.89,0.0,-0.07
2023-01-18,B1PP34.SA,-2.9,-7.69,-6.01,3,0,3,0.0,100.0,-2.77,0.0,-0.07
2023-01-18,B1PP34.SA,-3.0,-7.05,-5.69,3,0,3,0.0,100.0,-2.68,0.0,-0.06
2023-01-18,B1PP34.SA,-3.1,-5.97,-5.42,3,0,3,0.0,100.0,-2.59,0.0,-0.06
2023-01-18,B1PP34.SA,-3.2,-7.8,-5.1,3,0,3,0.0,100.0,-2.48,0.0,-0.06
2023-01-18,B1PP34.SA,-3.3,-7.89,-4.83,3,0,3,0.0,100.0,-2.39,0.0,-0.05
2023-01-18,B1PP34.SA,-3.4,-6.95,-4.48,3,0,3,0.0,100.0,-2.27,0.0,-0.05
2023-01-18,B1PP34.SA,-3.5,-6.07,-4.21,3,0,3,0.0,100.0,-2.18,0.0,-0.05
2023-01-18,B1PP34.SA,-3.6,-5.31,-3.92,3,1,2,33.33,66.67,-2.09,0.04,-0.04
2023-01-18,B1PP34.SA,-3.7,-4.5,-3.6,3,1,2,33.33,66.67,-1.98,0.13,-0.04
2023-01-18,B1PP34.SA,-3.8,-6.31,-3.55,2,0,2,0.0,100.0,-1.89,0.0,-0.04
2023-01-18,B1PP34.SA,-3.9,-5.75,-3.33,2,0,2,0.0,100.0,-1.77,0.0,-0.04
2023-01-18,B1PP34.SA,-4.0,-5.27,-3.15,2,0,2,0.0,100.0,-1.68,0.0,-0.03
2023-01-18,B1SA34.SA,-0.5,-96.5,-43.39,50,14,36,28.0,72.0,-12.91,5.17,-0.48
2023-01-18,B1SA34.SA,-0.6,-85.81,-38.61,49,15,34,30.61,69.39,-12.81,5.27,-0.43
2023-01-18,B1SA34.SA,-0.7,-82.76,-36.7,47,14,33,29.79,70.21,-12.72,5.37,-0.41
2023-01-18,B1SA34.SA,-0.8,-80.96,-40.1,42,11,31,26.19,73.81,-12.61,4.23,-0.45
2023-01-18,B1SA34.SA,-0.9,-72.36,-36.25,40,10,30,25.0,75.0,-12.5,4.33,-0.4
2023-01-18,B1SA34.SA,-1.0,-64.43,-32.9,38,9,29,23.68,76.32,-12.42,4.45,-0.37
2023-01-18,B1SA34.SA,-1.1,-57.46,-29.13,38,10,28,26.32,73.68,-12.31,4.55,-0.32
2023-01-18,B1SA34.SA,-1.2,-56.0,-27.0,36,10,26,27.78,72.22,-12.22,4.64,-0.3
2023-01-18,B1SA34.SA,-1.3,-50.28,-24.31,32,10,22,31.25,68.75,-12.11,4.74,-0.27
2023-01-18,B1SA34.SA,-1.4,-46.14,-23.16,30,11,19,36.67,63.33,-12.01,4.84,-0.26
2023-01-18,B1SA34.SA,-1.5,-41.87,-20.27,29,12,17,41.38,58.62,-11.92,4.93,-0.23
2023-01-18,B1SA34.SA,-1.6,-37.45,-17.27,29,12,17,41.38,58.62,-11.81,5.05,-0.19
2023-01-18,B1SA34.SA,-1.7,-33.09,-15.41,26,10,16,38.46,61.54,-11.7,5.15,-0.17
2023-01-18,B1SA34.SA,-1.8,-30.86,-14.85,24,9,15,37.5,62.5,-11.62,5.24,-0.16
2023-01-18,B1SA34.SA,-1.9,-27.51,-12.9,23,8,15,34.78,65.22,-11.51,5.34,-0.14
2023-01-18,B1SA34.SA,-2.0,-26.12,-12.88,21,6,15,28.57,71.43,-11.42,5.44,-0.14
2023-01-18,B1SA34.SA,-2.1,-22.14,-10.87,20,6,14,30.0,70.0,-11.31,5.53,-0.12
2023-01-18,B1SA34.SA,-2.2,-19.59,-8.86,20,8,12,40.0,60.0,-11.2,5.63,-0.1
2023-01-18,B1SA34.SA,-2.3,-16.58,-6.97,19,8,11,42.11,57.89,-11.12,5.75,-0.08
2023-01-18,B1SA34.SA,-2.4,-13.27,-5.06,19,9,10,47.37,52.63,-11.01,5.85,-0.06
2023-01-18,B1SA34.SA,-2.5,-10.58,-3.41,17,8,9,47.06,52.94,-10.9,5.94,-0.04
2023-01-18,B1SA34.SA,-2.6,-10.37,-4.36,16,7,9,43.75,56.25,-10.82,6.04,-0.05
2023-01-18,B1SA34.SA,-2.7,-8.27,-2.77,15,7,8,46.67,53.33,-10.71,6.13,-0.03
2023-01-18,B1SA34.SA,-2.8,-5.7,-1.25,15,8,7,53.33,46.67,-10.62,6.23,-0.01
2023-01-18,B1SA34.SA,-2.9,-5.28,-1.78,12,6,6,50.0,50.0,-10.51,6.35,-0.02
2023-01-18,B1SA34.SA,-3.0,-3.0,-0.53,11,6,5,54.55,45.45,-10.4,6.45,-0.01
2023-01-18,B1SA34.SA,-3.1,-1.05,0.56,11,6,5,54.55,45.45,-10.32,6.54,0.01
2023-01-18,B1SA34.SA,-3.2,0.71,1.64,11,6,5,54.55,45.45,-10.21,6.64,0.02
2023-01-18,B1SA34.SA,-3.3,0.68,2.71,11,6,5,54.55,45.45,-10.1,6.74,0.03
2023-01-18,B1SA34.SA,-3.4,2.1,3.87,11,6,5,54.55,45.45,-10.02,6.83,0.04
2023-01-18,B1SA34.SA,-3.5,2.34,3.79,10,5,5,50.0,50.0,-9.91,6.93,0.04
2023-01-18,B1SA34.SA,-3.6,-2.14,-0.88,9,5,4,55.56,44.44,-9.82,7.05,-0.01
2023-01-18,B1SA34.SA,-3.7,-1.15,0.01,9,5,4,55.56,44.44,-9.71,7.14,0.0
